2.00000e+00 1.15800e+03 5.04030e-02 3.31810e+00 1.05240e+06 3.27590e+04
3.00000e+00 1.07990e+03 8.26730e-02 4.16760e+00 1.61890e+06 3.89060e+04
4.00000e+00 1.00760e+03 9.32240e-02 4.29100e+00 2.12230e+06 4.18020e+04
5.00000e+00 9.51790e+02 8.28290e-02 3.98380e+00 2.56670e+06 4.29420e+04
6.00000e+00 9.11260e+02 6.11580e-02 3.47450e+00 2.95870e+06 4.30960e+04
7.00000e+00 8.83070e+02 3.87900e-02 2.90500e+00 3.30610e+06 4.26850e+04
8.00000e+00 8.63740e+02 2.22950e-02 2.36270e+00 3.61520e+06 4.19250e+04
9.00000e+00 8.52280e+02 1.32030e-02 1.90020e+00 3.89150e+06 4.09250e+04
1.00000e+01 8.45680e+02 9.63990e-03 1.53990e+00 4.13880e+06 3.98120e+04
1.10000e+01 8.43050e+02 8.69940e-03 1.28910e+00 4.36160e+06 3.86980e+04
1.20000e+01 8.44600e+02 8.22460e-03 1.13810e+00 4.56100e+06 3.75930e+04
1.30000e+01 8.48540e+02 7.38750e-03 1.07100e+00 4.74170e+06 3.65420e+04
1.40000e+01 8.53950e+02 6.34030e-03 1.07070e+00 4.90380e+06 3.55040e+04
1.50000e+01 8.60860e+02 5.54860e-03 1.11440e+00 5.05090e+06 3.44890e+04
1.60000e+01 8.69450e+02 5.29370e-03 1.18220e+00 5.18390e+06 3.35040e+04
1.70000e+01 8.79480e+02 5.50910e-03 1.25760e+00 5.30310e+06 3.25550e+04
1.80000e+01 8.89990e+02 5.92790e-03 1.32430e+00 5.41130e+06 3.16580e+04
1.90000e+01 9.02130e+02 6.33890e-03 1.37990e+00 5.50910e+06 3.07770e+04
2.00000e+01 9.14510e+02 6.69820e-03 1.42690e+00 5.59660e+06 2.99030e+04
2.10000e+01 9.27400e+02 7.10580e-03 1.47000e+00 5.67520e+06 2.90370e+04
2.20000e+01 9.40810e+02 7.69700e-03 1.50900e+00 5.74610e+06 2.82020e+04
2.30000e+01 9.54670e+02 8.56450e-03 1.54340e+00 5.80950e+06 2.74100e+04
2.40000e+01 9.68960e+02 9.74020e-03 1.57600e+00 5.86590e+06 2.66620e+04
2.50000e+01 9.83640e+02 1.12000e-02 1.61240e+00 5.91610e+06 2.59500e+04
2.60000e+01 9.98600e+02 1.28850e-02 1.65610e+00 5.96000e+06 2.52550e+04
2.70000e+01 1.01390e+03 1.47580e-02 1.70380e+00 5.99890e+06 2.45830e+04
2.80000e+01 1.02950e+03 1.68200e-02 1.75260e+00 6.03280e+06 2.39340e+04
2.90000e+01 1.04530e+03 1.90860e-02 1.80000e+00 6.06190e+06 2.33100e+04
3.00000e+01 1.06150e+03 2.15560e-02 1.84280e+00 6.08690e+06 2.27190e+04
3.10000e+01 1.07790e+03 2.42090e-02 1.87910e+00 6.10730e+06 2.21540e+04
3.20000e+01 1.09450e+03 2.70140e-02 1.90590e+00 6.12440e+06 2.16190e+04
3.30000e+01 1.11140e+03 2.99510e-02 1.91910e+00 6.13810e+06 2.11060e+04
3.40000e+01 1.12850e+03 3.30340e-02 1.91700e+00 6.14850e+06 2.06080e+04
3.50000e+01 1.14590e+03 3.63120e-02 1.90120e+00 6.15600e+06 2.01190e+04
3.60000e+01 1.16340e+03 3.98380e-02 1.87400e+00 6.16060e+06 1.96370e+04
3.70000e+01 1.18100e+03 4.36590e-02 1.83610e+00 6.16240e+06 1.91610e+04
3.80000e+01 1.19890e+03 4.77930e-02 1.78860e+00 6.16190e+06 1.87020e+04
3.90000e+01 1.21710e+03 5.22100e-02 1.73260e+00 6.15920e+06 1.82600e+04
4.00000e+01 1.23530e+03 5.68690e-02 1.66930e+00 6.15440e+06 1.78370e+04
4.10000e+01 1.25380e+03 6.17470e-02 1.59930e+00 6.14770e+06 1.74330e+04
4.20000e+01 1.27230e+03 6.68570e-02 1.52140e+00 6.13910e+06 1.70450e+04
4.30000e+01 1.29110e+03 7.22240e-02 1.43440e+00 6.12870e+06 1.66700e+04
4.40000e+01 1.30990e+03 7.78510e-02 1.33770e+00 6.11660e+06 1.63070e+04
4.50000e+01 1.32920e+03 8.37490e-02 1.23030e+00 6.10310e+06 1.59540e+04
4.60000e+01 1.34870e+03 8.99180e-02 1.10880e+00 6.08810e+06 1.56080e+04
4.70000e+01 1.36830e+03 9.63490e-02 9.70780e-01 6.07200e+06 1.52680e+04
4.80000e+01 1.38800e+03 1.03080e-01 8.18810e-01 6.05460e+06 1.49370e+04
4.90000e+01 1.40780e+03 1.10150e-01 6.55570e-01 6.03620e+06 1.46170e+04
5.00000e+01 1.42800e+03 1.17540e-01 4.77460e-01 6.01660e+06 1.43090e+04
5.10000e+01 1.44840e+03 1.25140e-01 2.82570e-01 5.99600e+06 1.40130e+04
5.20000e+01 1.46920e+03 1.32960e-01 7.31150e-02 5.97450e+06 1.37280e+04
5.30000e+01 1.49010e+03 1.41100e-01 -1.48130e-01 5.95210e+06 1.34520e+04
5.40000e+01 1.51090e+03 1.49580e-01 -3.79190e-01 5.92890e+06 1.31850e+04
5.50000e+01 1.53190e+03 1.58420e-01 -6.20130e-01 5.90500e+06 1.29270e+04
5.60000e+01 1.55330e+03 1.67540e-01 -8.76130e-01 5.88050e+06 1.26760e+04
5.70000e+01 1.57490e+03 1.76860e-01 -1.14630e+00 5.85530e+06 1.24320e+04
5.80000e+01 1.59670e+03 1.86440e-01 -1.42940e+00 5.82960e+06 1.21910e+04
5.90000e+01 1.61860e+03 1.96350e-01 -1.72510e+00 5.80340e+06 1.19530e+04
6.00000e+01 1.64060e+03 2.06540e-01 -2.03430e+00 5.77660e+06 1.17200e+04
6.10000e+01 1.66310e+03 2.17040e-01 -2.35780e+00 5.74930e+06 1.14910e+04
6.20000e+01 1.68570e+03 2.27800e-01 -2.69630e+00 5.72160e+06 1.12690e+04
6.30000e+01 1.70840e+03 2.38800e-01 -3.04890e+00 5.69350e+06 1.10540e+04
6.40000e+01 1.73160e+03 2.50080e-01 -3.41440e+00 5.66510e+06 1.08460e+04
6.50000e+01 1.75480e+03 2.61650e-01 -3.79220e+00 5.63640e+06 1.06450e+04
6.60000e+01 1.77820e+03 2.73460e-01 -4.18280e+00 5.60750e+06 1.04520e+04
6.70000e+01 1.80170e+03 2.85500e-01 -4.58670e+00 5.57830e+06 1.02660e+04
6.80000e+01 1.82570e+03 2.97790e-01 -5.00430e+00 5.54880e+06 1.00870e+04
6.90000e+01 1.84980e+03 3.10280e-01 -5.43210e+00 5.51910e+06 9.91440e+03
7.00000e+01 1.87430e+03 3.22990e-01 -5.86910e+00 5.48930e+06 9.74500e+03
7.10000e+01 1.89910e+03 3.35920e-01 -6.31550e+00 5.45920e+06 9.57730e+03
7.20000e+01 1.92400e+03 3.49040e-01 -6.77310e+00 5.42910e+06 9.41130e+03
7.30000e+01 1.94920e+03 3.62340e-01 -7.24320e+00 5.39880e+06 9.24710e+03
7.40000e+01 1.97450e+03 3.75820e-01 -7.72600e+00 5.36840e+06 9.08500e+03
7.50000e+01 2.00000e+03 3.89520e-01 -8.22080e+00 5.33800e+06 8.92500e+03
7.60000e+01 2.02570e+03 4.03430e-01 -8.72770e+00 5.30750e+06 8.76740e+03
7.70000e+01 2.05160e+03 4.17550e-01 -9.24630e+00 5.27690e+06 8.61250e+03
7.80000e+01 2.07780e+03 4.31880e-01 -9.77730e+00 5.24630e+06 8.46030e+03
7.90000e+01 2.10420e+03 4.46350e-01 -1.03160e+01 5.21570e+06 8.31110e+03
8.00000e+01 2.13090e+03 4.60960e-01 -1.08640e+01 5.18500e+06 8.16510e+03
8.10000e+01 2.15790e+03 4.75650e-01 -1.14220e+01 5.15440e+06 8.02250e+03
8.20000e+01 2.18520e+03 4.90420e-01 -1.19870e+01 5.12380e+06 7.88310e+03
8.30000e+01 2.21270e+03 5.05280e-01 -1.25610e+01 5.09330e+06 7.74700e+03
8.40000e+01 2.24050e+03 5.20200e-01 -1.31410e+01 5.06280e+06 7.61410e+03
8.50000e+01 2.26850e+03 5.35180e-01 -1.37300e+01 5.03230e+06 7.48430e+03
8.60000e+01 2.29670e+03 5.50230e-01 -1.43250e+01 5.00190e+06 7.35760e+03
8.70000e+01 2.32530e+03 5.65320e-01 -1.49280e+01 4.97150e+06 7.23390e+03
8.80000e+01 2.35400e+03 5.80460e-01 -1.55370e+01 4.94130e+06 7.11320e+03
8.90000e+01 2.38290e+03 5.95650e-01 -1.61550e+01 4.91110e+06 6.99530e+03
9.00000e+01 2.41210e+03 6.10850e-01 -1.67770e+01 4.88100e+06 6.88030e+03
9.10000e+01 2.44140e+03 6.26040e-01 -1.74050e+01 4.85110e+06 6.76800e+03
9.20000e+01 2.47100e+03 6.41230e-01 -1.80380e+01 4.82120e+06 6.65850e+03
9.30000e+01 2.50080e+03 6.56380e-01 -1.86770e+01 4.79150e+06 6.55160e+03
9.40000e+01 2.53070e+03 6.71480e-01 -1.93180e+01 4.76180e+06 6.44730e+03
9.50000e+01 2.56090e+03 6.86520e-01 -1.99640e+01 4.73230e+06 6.34560e+03
9.60000e+01 2.59110e+03 7.01480e-01 -2.06140e+01 4.70300e+06 6.24630e+03
9.70000e+01 2.62170e+03 7.16350e-01 -2.12660e+01 4.67370e+06 6.14940e+03
9.80000e+01 2.65250e+03 7.31120e-01 -2.19190e+01 4.64470e+06 6.05490e+03
9.90000e+01 2.68350e+03 7.45760e-01 -2.25750e+01 4.61570e+06 5.96270e+03
1.00000e+02 2.71470e+03 7.60260e-01 -2.32300e+01 4.58690e+06 5.87270e+03
1.01000e+02 2.74610e+03 7.74680e-01 -2.38870e+01 4.55830e+06 5.78490e+03
1.02000e+02 2.77800e+03 7.88870e-01 -2.45440e+01 4.52980e+06 5.69910e+03
1.03000e+02 2.80990e+03 8.02920e-01 -2.52020e+01 4.50150e+06 5.61530e+03
1.04000e+02 2.84200e+03 8.16810e-01 -2.58570e+01 4.47330e+06 5.53320e+03
1.05000e+02 2.87430e+03 8.30470e-01 -2.65110e+01 4.44530e+06 5.45290e+03
1.06000e+02 2.90670e+03 8.43990e-01 -2.71630e+01 4.41750e+06 5.37400e+03
1.07000e+02 2.93910e+03 8.57200e-01 -2.78120e+01 4.38980e+06 5.29660e+03
1.08000e+02 2.97190e+03 8.70190e-01 -2.84580e+01 4.36230e+06 5.22040e+03
1.09000e+02 3.00490e+03 8.82870e-01 -2.91010e+01 4.33500e+06 5.14540e+03
1.10000e+02 3.03790e+03 8.95260e-01 -2.97380e+01 4.30780e+06 5.07140e+03
1.11000e+02 3.07100e+03 9.07420e-01 -3.03710e+01 4.28090e+06 4.99820e+03
1.12000e+02 3.10430e+03 9.19290e-01 -3.10000e+01 4.25410e+06 4.92590e+03
1.13000e+02 3.13780e+03 9.30850e-01 -3.16220e+01 4.22740e+06 4.85420e+03
1.14000e+02 3.17140e+03 9.42040e-01 -3.22370e+01 4.20100e+06 4.78300e+03
1.15000e+02 3.20510e+03 9.53000e-01 -3.28450e+01 4.17480e+06 4.71240e+03
1.16000e+02 3.23890e+03 9.63520e-01 -3.34460e+01 4.14870e+06 4.64240e+03
1.17000e+02 3.27300e+03 9.73660e-01 -3.40380e+01 4.12280e+06 4.57320e+03
1.18000e+02 3.30720e+03 9.83580e-01 -3.46230e+01 4.09710e+06 4.50470e+03
1.19000e+02 3.34140e+03 9.93120e-01 -3.51970e+01 4.07160e+06 4.43710e+03
1.20000e+02 3.37570e+03 1.00210e+00 -3.57610e+01 4.04630e+06 4.37040e+03
1.21000e+02 3.41000e+03 1.01090e+00 -3.63160e+01 4.02120e+06 4.30460e+03
1.22000e+02 3.44450e+03 1.01920e+00 -3.68600e+01 3.99620e+06 4.23990e+03
1.23000e+02 3.47890e+03 1.02710e+00 -3.73930e+01 3.97140e+06 4.17630e+03
1.24000e+02 3.51350e+03 1.03450e+00 -3.79120e+01 3.94680e+06 4.11390e+03
1.25000e+02 3.54810e+03 1.04150e+00 -3.84200e+01 3.92240e+06 4.05270e+03
1.26000e+02 3.58270e+03 1.04820e+00 -3.89150e+01 3.89820e+06 3.99290e+03
1.27000e+02 3.61740e+03 1.05430e+00 -3.93970e+01 3.87420e+06 3.93440e+03
1.28000e+02 3.65200e+03 1.06000e+00 -3.98660e+01 3.85040e+06 3.87720e+03
1.29000e+02 3.68670e+03 1.06530e+00 -4.03200e+01 3.82670e+06 3.82140e+03
1.30000e+02 3.72150e+03 1.07000e+00 -4.07590e+01 3.80330e+06 3.76680e+03
1.31000e+02 3.75620e+03 1.07430e+00 -4.11840e+01 3.78000e+06 3.71350e+03
1.32000e+02 3.79100e+03 1.07810e+00 -4.15930e+01 3.75690e+06 3.66140e+03
1.33000e+02 3.82580e+03 1.08150e+00 -4.19860e+01 3.73400e+06 3.61040e+03
1.34000e+02 3.86050e+03 1.08440e+00 -4.23610e+01 3.71120e+06 3.56050e+03
1.35000e+02 3.89520e+03 1.08680e+00 -4.27210e+01 3.68870e+06 3.51180e+03
1.36000e+02 3.92990e+03 1.08870e+00 -4.30600e+01 3.66630e+06 3.46410e+03
1.37000e+02 3.96450e+03 1.09020e+00 -4.33820e+01 3.64410e+06 3.41740e+03
1.38000e+02 3.99900e+03 1.09110e+00 -4.36850e+01 3.62210e+06 3.37180e+03
1.39000e+02 4.03330e+03 1.09170e+00 -4.39680e+01 3.60020e+06 3.32700e+03
1.40000e+02 4.06770e+03 1.09160e+00 -4.42330e+01 3.57860e+06 3.28320e+03
1.41000e+02 4.10180e+03 1.09110e+00 -4.44760e+01 3.55710e+06 3.24030e+03
1.42000e+02 4.13600e+03 1.09010e+00 -4.46990e+01 3.53580e+06 3.19820e+03
1.43000e+02 4.17010e+03 1.08860e+00 -4.49020e+01 3.51460e+06 3.15690e+03
